OverallQual,Neighborhood_encoded,GrLivArea,TotalBsmtSF,GarageArea,YearBuilt,GarageCars,1stFlrSF,MSSubClass_encoded,FullBath,GarageYrBlt,ExterQual_TA,YearRemodAdd,KitchenQual_TA,ExterQual_Gd,TotRmsAbvGrd,2ndFlrSF,KitchenQual_Gd,Exterior2nd_encoded,Foundation_PConc,FireplaceQu_None,Fireplaces,BsmtQual_TA,LotArea,BsmtFinSF1,BsmtQual_Gd,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,BsmtQual_Ex,BsmtUnfSF,GarageType_Attchd,GarageType_Detchd,GarageFinish_Fin,OverallCond,Foundation_CBlock,WoodDeckSF,GarageFinish_RFn,BsmtFinType1_GLQ,KitchenQual_Ex,MSZoning_RM,MasVnrArea,HalfBath,HeatingQC_TA,LotShape_Reg,CentralAir_Y,MasVnrType_None,SaleType_New,SaleCondition_Partial
7,197943.08974006787,1779,866,546,1998,2,866,239909.0510660367,2,1998.0,1.0,1998,0.0,0.0,6,913,1.0,214512.41271653058,1.0,1.0,0,0.0,10400,0,1.0,0.0,36,213810.05460707544,1.0,0.0,866,1.0,0.0,0.0,5,0.0,198,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
5,125026.82266251187,1348,884,216,1925,1,884,143355.16004825375,1,1960.0,1.0,1997,1.0,0.0,5,464,0.0,148419.07240851008,0.0,0.0,1,1.0,6000,0,0.0,1.0,0,149871.79960697473,1.0,0.0,884,0.0,1.0,0.0,8,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1630,1630,451,2000,2,1630,185223.20977053,2,2000.0,0.0,2001,0.0,1.0,6,0,1.0,214512.41271653058,1.0,0.0,1,0.0,9750,0,1.0,1.0,234,213810.05460707544,1.0,0.0,1630,1.0,0.0,0.0,5,0.0,74,0.0,0.0,0.0,0.0,171.0,0,0.0,1.0,1.0,0.0,0.0,0.0
5,189027.88359232503,1074,1056,495,1975,2,1074,185223.20977053,1,1975.0,1.0,1975,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,0.0,10140,788,1.0,0.0,88,163093.5197072826,1.0,0.0,268,1.0,0.0,0.0,6,1.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,186536.79187429376,2196,2158,701,1990,3,2196,185223.20977053,2,1990.0,0.0,1991,0.0,1.0,7,0,1.0,167674.37296794492,0.0,0.0,1,0.0,14684,485,1.0,0.0,70,163093.5197072826,0.0,0.0,1496,1.0,0.0,0.0,7,1.0,84,1.0,0.0,0.0,0.0,234.0,0,0.0,0.0,1.0,0.0,0.0,0.0
4,186536.79187429376,1056,1056,384,1966,1,1056,185223.20977053,1,1966.0,1.0,1966,1.0,0.0,5,0,0.0,167674.37296794492,0.0,1.0,0,1.0,8900,1056,0.0,1.0,42,163093.5197072826,0.0,0.0,0,0.0,1.0,0.0,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
6,197943.08974006787,1700,1682,544,2003,2,1700,185223.20977053,2,2003.0,0.0,2003,0.0,1.0,7,0,1.0,214512.41271653058,1.0,1.0,0,0.0,9135,340,1.0,0.0,23,213810.05460707544,1.0,0.0,1342,1.0,0.0,0.0,5,0.0,192,1.0,1.0,0.0,0.0,120.0,0,0.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1283,931,506,1962,2,1283,185223.20977053,1,1980.0,1.0,1980,1.0,0.0,6,0,0.0,149832.2365964435,0.0,1.0,0,1.0,7763,504,0.0,1.0,0,149450.79509063665,0.0,0.0,319,0.0,1.0,0.0,7,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
8,225276.7062524152,1660,1660,500,2006,2,1660,185223.20977053,2,2006.0,0.0,2006,0.0,1.0,8,0,1.0,214512.41271653058,1.0,0.0,1,0.0,10182,1220,0.0,0.0,50,213810.05460707544,1.0,1.0,440,1.0,0.0,0.0,5,0.0,322,1.0,1.0,0.0,0.0,420.0,0,0.0,0.0,1.0,0.0,1.0,1.0
6,186536.79187429376,1845,1055,462,1992,2,1055,239909.0510660367,2,1992.0,0.0,1992,0.0,1.0,8,790,1.0,148419.07240851008,1.0,0.0,1,0.0,11218,0,1.0,0.0,104,149871.79960697473,1.0,0.0,1055,1.0,0.0,0.0,5,0.0,635,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
8,192824.3949363408,1752,559,492,1988,2,1080,143355.16004825375,2,1988.0,0.0,2005,1.0,1.0,8,672,0.0,148419.07240851008,0.0,1.0,0,0.0,12134,427,1.0,0.0,12,149871.79960697473,0.0,0.0,132,0.0,0.0,0.0,7,0.0,325,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,128324.91096764662,672,672,234,1941,1,672,96075.68033176576,1,1941.0,1.0,1950,1.0,0.0,4,0,0.0,149832.2365964435,0.0,1.0,0,1.0,9340,344,0.0,1.0,113,149450.79509063665,0.0,0.0,328,1.0,0.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
4,136912.1034900026,960,648,364,1965,1,960,169814.79159017815,0,1965.0,1.0,2001,1.0,0.0,3,0,0.0,214512.41271653058,0.0,1.0,0,1.0,10246,648,0.0,1.0,0,213810.05460707544,1.0,0.0,0,1.0,0.0,0.0,9,1.0,88,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,999,925,300,1962,1,999,148137.92470090053,1,1962.0,1.0,1962,1.0,0.0,6,0,0.0,149832.2365964435,0.0,1.0,0,1.0,10205,784,0.0,1.0,72,149450.79509063665,0.0,0.0,141,1.0,0.0,0.0,5,1.0,150,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
5,136912.1034900026,894,894,384,1966,1,894,185223.20977053,1,1966.0,1.0,1966,1.0,0.0,5,0,0.0,214512.41271653058,0.0,1.0,0,1.0,7094,180,0.0,0.0,0,213810.05460707544,0.0,0.0,340,0.0,1.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
6,136912.1034900026,1902,0,539,1978,2,1318,133722.64519076995,2,1978.0,1.0,1978,1.0,0.0,8,584,0.0,214512.41271653058,0.0,1.0,0,0.0,8930,0,0.0,1.0,0,213810.05460707544,0.0,0.0,0,1.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
8,225276.7062524152,1314,1300,552,2009,2,1314,185223.20977053,2,2009.0,0.0,2009,0.0,1.0,6,0,1.0,229930.4996504683,1.0,1.0,0,0.0,8640,936,1.0,0.0,112,231524.77253199657,1.0,0.0,364,1.0,0.0,0.0,5,0.0,135,1.0,1.0,0.0,0.0,72.0,0,0.0,1.0,1.0,0.0,1.0,1.0
4,125026.82266251187,912,0,0,1947,0,672,143355.16004825375,1,0.0,1.0,1950,1.0,0.0,3,240,0.0,114722.62767119757,0.0,1.0,0,0.0,6240,0,0.0,0.0,0,108113.71678010846,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
6,105437.41228136978,1218,672,0,1971,0,672,138781.1879581992,1,0.0,1.0,1971,1.0,0.0,7,546,0.0,229930.4996504683,0.0,1.0,0,1.0,1680,0,0.0,0.0,0,231524.77253199657,0.0,0.0,672,0.0,0.0,0.0,5,1.0,201,0.0,0.0,0.0,1.0,236.0,1,1.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,912,912,288,1964,1,912,185223.20977053,1,1964.0,1.0,1964,1.0,0.0,5,0,0.0,148419.07240851008,0.0,1.0,0,1.0,7800,312,0.0,1.0,0,149871.79960697473,0.0,0.0,0,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0
5,136912.1034900026,1211,952,322,1968,1,1211,185223.20977053,1,1968.0,1.0,1968,1.0,0.0,5,0,0.0,167674.37296794492,0.0,0.0,1,1.0,8250,250,0.0,1.0,63,163093.5197072826,1.0,0.0,210,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1846,1040,315,1949,1,1168,143355.16004825375,2,1949.0,1.0,1950,1.0,0.0,7,678,0.0,148419.07240851008,0.0,0.0,1,1.0,10496,196,0.0,1.0,0,149871.79960697473,1.0,0.0,844,1.0,0.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,320.0,0,0.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,2136,2136,528,1951,2,2136,185223.20977053,2,1951.0,1.0,1951,1.0,0.0,7,0,0.0,148419.07240851008,0.0,1.0,0,1.0,10680,756,0.0,1.0,30,149871.79960697473,0.0,0.0,1380,0.0,1.0,0.0,3,1.0,0,0.0,0.0,0.0,0.0,44.0,0,1.0,1.0,0.0,0.0,0.0,0.0
7,192824.3949363408,1490,788,388,2004,2,788,239909.0510660367,2,2004.0,0.0,2005,0.0,1.0,8,702,1.0,214512.41271653058,1.0,0.0,1,0.0,15384,724,1.0,0.0,75,213810.05460707544,1.0,0.0,64,1.0,0.0,1.0,5,0.0,100,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1138,588,264,1958,1,1138,169814.79159017815,1,1958.0,1.0,1958,1.0,0.0,6,0,0.0,214512.41271653058,0.0,1.0,0,1.0,10482,507,0.0,0.0,0,213810.05460707544,1.0,0.0,81,1.0,0.0,0.0,8,1.0,224,1.0,1.0,0.0,0.0,63.0,0,0.0,1.0,1.0,0.0,0.0,0.0
6,225276.7062524152,1933,894,668,2007,3,894,239909.0510660367,2,2007.0,0.0,2007,0.0,1.0,9,1039,1.0,214512.41271653058,1.0,0.0,1,0.0,14598,0,1.0,0.0,18,213810.05460707544,1.0,0.0,894,0.0,0.0,1.0,5,0.0,100,0.0,0.0,0.0,0.0,74.0,1,0.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,912,912,576,1965,2,912,185223.20977053,1,1992.0,1.0,2008,0.0,0.0,5,0,1.0,214512.41271653058,0.0,1.0,0,1.0,8872,595,0.0,1.0,240,213810.05460707544,1.0,0.0,317,0.0,1.0,0.0,8,1.0,0,0.0,0.0,0.0,0.0,300.0,0,0.0,1.0,1.0,0.0,0.0,0.0
9,315920.0010227745,1702,1702,1052,2008,3,1702,200733.55595135537,1,2008.0,0.0,2008,0.0,0.0,7,0,0.0,149832.2365964435,1.0,0.0,1,0.0,8769,1540,0.0,0.0,72,149450.79509063665,1.0,1.0,162,1.0,0.0,1.0,5,0.0,0,0.0,1.0,1.0,0.0,766.0,1,0.0,1.0,1.0,0.0,1.0,1.0
5,145878.23747317135,1507,1075,404,1960,1,1507,169814.79159017815,2,1960.0,1.0,1960,1.0,0.0,7,0,0.0,167674.37296794492,0.0,1.0,0,1.0,7910,666,0.0,1.0,0,194518.646991199,0.0,0.0,409,0.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
5,136912.1034900026,2620,1361,600,1977,2,1361,133722.64519076995,2,1977.0,1.0,1977,1.0,0.0,12,1259,0.0,168130.415463841,0.0,0.0,1,0.0,18890,498,1.0,0.0,24,175951.59962068568,1.0,0.0,652,0.0,0.0,0.0,5,1.0,155,1.0,1.0,0.0,0.0,1.0,2,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1190,1106,540,1962,2,1190,133722.64519076995,1,1962.0,1.0,1962,1.0,0.0,6,0,0.0,148419.07240851008,0.0,1.0,0,1.0,7728,803,0.0,1.0,18,149871.79960697473,0.0,0.0,303,1.0,0.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,120.0,0,1.0,1.0,1.0,0.0,0.0,0.0
4,145878.23747317135,1224,0,462,1962,2,1224,133722.64519076995,2,1962.0,1.0,1962,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,0.0,9842,0,0.0,1.0,0,163093.5197072826,0.0,0.0,0,0.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1188,1188,531,1959,2,1188,185223.20977053,1,1959.0,1.0,1959,1.0,0.0,6,0,0.0,168130.415463841,0.0,1.0,0,1.0,12160,1000,0.0,0.0,0,175951.59962068568,0.0,0.0,188,1.0,0.0,0.0,5,1.0,0,1.0,0.0,0.0,0.0,180.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,142895.63805389646,1964,940,0,1911,0,1024,166819.45313884038,1,0.0,1.0,1950,1.0,0.0,7,940,0.0,149832.2365964435,1.0,1.0,0,1.0,8525,0,0.0,0.0,192,149450.79509063665,0.0,0.0,940,0.0,0.0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0
5,210508.73201090217,1784,747,180,1914,1,892,166819.45313884038,1,1914.0,1.0,1950,1.0,0.0,9,892,0.0,148419.07240851008,0.0,1.0,0,0.0,13132,0,1.0,1.0,40,149871.79960697473,0.0,0.0,747,0.0,1.0,0.0,5,0.0,203,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,315920.0010227745,1626,764,474,2003,2,764,138781.1879581992,2,2003.0,0.0,2003,0.0,1.0,6,862,1.0,161431.5727475966,1.0,1.0,0,0.0,2628,0,1.0,0.0,27,213810.05460707544,1.0,0.0,764,0.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,106.0,1,0.0,1.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1948,847,434,2004,2,847,239909.0510660367,2,2004.0,0.0,2005,0.0,1.0,8,1101,1.0,214512.41271653058,1.0,0.0,1,0.0,12393,0,1.0,0.0,48,213810.05460707544,1.0,0.0,847,0.0,0.0,1.0,5,0.0,100,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,186536.79187429376,1141,1141,484,2005,2,1141,185223.20977053,1,2005.0,0.0,2005,1.0,1.0,6,0,0.0,214512.41271653058,1.0,1.0,0,0.0,13072,0,1.0,1.0,0,213810.05460707544,1.0,0.0,1141,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
8,243927.12577844597,1484,1476,472,2006,2,1484,185223.20977053,2,2006.0,0.0,2006,0.0,1.0,6,0,0.0,214512.41271653058,1.0,0.0,1,0.0,9037,428,1.0,0.0,33,213810.05460707544,1.0,0.0,1048,1.0,0.0,0.0,5,0.0,120,1.0,1.0,1.0,0.0,32.0,0,0.0,0.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1768,884,543,2003,2,884,239909.0510660367,2,2003.0,0.0,2003,0.0,1.0,8,884,1.0,214512.41271653058,1.0,1.0,0,0.0,8158,550,1.0,0.0,63,213810.05460707544,1.0,0.0,334,1.0,0.0,0.0,5,0.0,0,1.0,1.0,0.0,0.0,252.0,1,0.0,1.0,1.0,0.0,0.0,0.0
7,225276.7062524152,1689,1689,954,2007,3,1689,185223.20977053,2,2007.0,0.0,2007,0.0,1.0,7,0,1.0,214512.41271653058,1.0,1.0,0,0.0,9849,0,1.0,0.0,56,213810.05460707544,1.0,0.0,1689,1.0,0.0,0.0,6,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0
7,189027.88359232503,1173,1053,528,1974,2,1173,148137.92470090053,2,1974.0,1.0,1974,0.0,0.0,6,0,1.0,168130.415463841,0.0,0.0,2,0.0,10625,885,1.0,0.0,120,175951.59962068568,0.0,0.0,0,1.0,0.0,0.0,6,1.0,0,1.0,1.0,0.0,0.0,81.0,0,1.0,1.0,1.0,0.0,0.0,0.0
10,315920.0010227745,2076,2076,850,2006,3,2076,185223.20977053,2,2006.0,0.0,2006,0.0,0.0,7,0,0.0,214512.41271653058,1.0,0.0,1,0.0,13891,1386,0.0,0.0,229,213810.05460707544,1.0,1.0,690,1.0,0.0,1.0,5,0.0,216,0.0,1.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
8,210508.73201090217,1517,792,400,1929,2,792,166819.45313884038,1,1931.0,1.0,1950,0.0,0.0,7,725,1.0,156096.18621977826,1.0,0.0,2,0.0,11435,0,1.0,1.0,0,194518.646991199,0.0,0.0,792,0.0,1.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1868,585,477,1984,2,1140,169814.79159017815,3,1984.0,1.0,2003,1.0,0.0,7,728,0.0,214512.41271653058,0.0,0.0,1,0.0,12090,0,1.0,0.0,112,213810.05460707544,1.0,0.0,585,0.0,0.0,1.0,7,1.0,268,0.0,0.0,0.0,0.0,74.0,1,0.0,1.0,1.0,0.0,0.0,0.0
7,225276.7062524152,1553,756,615,2005,2,756,239909.0510660367,2,2005.0,0.0,2006,0.0,1.0,6,797,1.0,214512.41271653058,1.0,1.0,0,0.0,8125,0,1.0,0.0,45,213810.05460707544,1.0,0.0,756,1.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
6,156370.3674584998,1034,1012,888,1976,3,1034,169814.79159017815,1,1976.0,1.0,1976,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,1.0,12328,539,0.0,1.0,0,163093.5197072826,0.0,0.0,473,1.0,0.0,0.0,5,1.0,0,0.0,1.0,0.0,0.0,335.0,0,1.0,0.0,1.0,0.0,0.0,0.0
6,128318.41942542572,2058,735,396,1917,2,1134,192295.43697272782,1,1950.0,1.0,1950,1.0,0.0,8,924,0.0,114722.62767119757,0.0,0.0,1,0.0,9600,319,1.0,1.0,0,108113.71678010846,0.0,0.0,416,0.0,1.0,0.0,5,0.0,0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
5,145878.23747317135,988,876,276,1950,1,988,185223.20977053,1,1950.0,1.0,1950,1.0,0.0,6,0,0.0,149832.2365964435,0.0,1.0,0,1.0,7200,534,0.0,1.0,80,149450.79509063665,0.0,0.0,246,1.0,0.0,0.0,7,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,145878.23747317135,2110,2110,522,1968,2,2110,185223.20977053,2,1968.0,0.0,1968,0.0,1.0,8,0,0.0,195699.84440310282,0.0,0.0,2,1.0,11160,1065,0.0,0.0,0,194518.646991199,1.0,0.0,1045,1.0,0.0,1.0,5,1.0,0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
7,315920.0010227745,1405,1405,478,2003,2,1405,200733.55595135537,2,2003.0,0.0,2003,0.0,1.0,6,0,1.0,161431.5727475966,1.0,0.0,1,0.0,3136,0,1.0,0.0,36,213810.05460707544,1.0,0.0,1405,1.0,0.0,0.0,5,0.0,148,1.0,0.0,0.0,0.0,163.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,156370.3674584998,874,864,288,1968,1,874,185223.20977053,1,1968.0,1.0,1968,1.0,0.0,5,0,0.0,167674.37296794492,0.0,1.0,0,1.0,9858,510,0.0,0.0,0,163093.5197072826,0.0,0.0,354,1.0,0.0,0.0,6,1.0,33,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
7,237739.82847840988,2167,1192,518,1974,2,1516,239909.0510660367,2,1974.0,0.0,2003,0.0,1.0,9,651,1.0,148419.07240851008,0.0,0.0,2,1.0,17542,125,0.0,0.0,47,149871.79960697473,0.0,0.0,36,1.0,0.0,0.0,7,1.0,220,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0
7,128324.91096764662,1656,746,397,2003,2,760,239909.0510660367,2,2003.0,0.0,2004,0.0,1.0,7,896,1.0,214512.41271653058,1.0,0.0,1,0.0,6931,0,1.0,0.0,128,213810.05460707544,1.0,0.0,746,0.0,0.0,1.0,5,0.0,178,0.0,0.0,0.0,0.0,92.0,1,0.0,1.0,1.0,0.0,0.0,0.0
6,125026.82266251187,1367,884,560,1931,1,959,143355.16004825375,1,1978.0,1.0,1950,1.0,0.0,6,408,0.0,148419.07240851008,0.0,0.0,1,1.0,6240,425,0.0,1.0,0,149871.79960697473,0.0,0.0,459,0.0,1.0,0.0,6,0.0,0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0
8,334545.9727902473,1987,1986,691,1994,2,1987,185223.20977053,2,1994.0,0.0,1994,0.0,1.0,7,0,1.0,167674.37296794492,1.0,0.0,1,0.0,14303,1314,1.0,0.0,36,163093.5197072826,1.0,0.0,672,1.0,0.0,1.0,5,0.0,262,0.0,1.0,0.0,0.0,554.0,0,0.0,0.0,1.0,0.0,0.0,0.0
5,128324.91096764662,864,864,0,1922,0,864,96075.68033176576,1,0.0,1.0,1950,1.0,0.0,4,0,0.0,148419.07240851008,1.0,1.0,0,0.0,4060,0,0.0,0.0,96,149871.79960697473,1.0,0.0,864,0.0,0.0,0.0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1166,856,400,2005,2,1166,169814.79159017815,2,2005.0,0.0,2005,0.0,1.0,5,0,1.0,214512.41271653058,1.0,1.0,0,0.0,9587,655,1.0,0.0,0,213810.05460707544,1.0,0.0,201,1.0,0.0,1.0,5,0.0,212,0.0,1.0,0.0,0.0,182.0,0,0.0,0.0,1.0,0.0,0.0,0.0
6,145878.23747317135,1054,1054,460,1969,2,1054,185223.20977053,1,1969.0,1.0,1969,1.0,0.0,6,0,0.0,167674.37296794492,0.0,1.0,0,0.0,9750,602,1.0,1.0,0,163093.5197072826,0.0,0.0,14,1.0,0.0,0.0,8,1.0,180,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
6,192824.3949363408,1675,841,502,1999,2,892,239909.0510660367,2,1999.0,1.0,1999,1.0,0.0,7,783,0.0,214512.41271653058,1.0,0.0,1,0.0,24682,0,1.0,0.0,103,213810.05460707544,1.0,0.0,841,0.0,0.0,1.0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1050,1050,338,1956,1,1050,185223.20977053,1,1956.0,1.0,1956,1.0,0.0,5,0,0.0,149832.2365964435,0.0,1.0,0,1.0,9600,504,0.0,1.0,0,149450.79509063665,0.0,0.0,546,1.0,0.0,0.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
4,212341.06662972306,1788,1104,304,1957,1,1104,143355.16004825375,1,1957.0,1.0,1989,1.0,0.0,8,684,0.0,148419.07240851008,0.0,0.0,2,1.0,11250,0,0.0,1.0,0,149871.79960697473,1.0,0.0,1104,1.0,0.0,0.0,5,1.0,120,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,125026.82266251187,1824,764,520,1919,2,1060,166819.45313884038,1,1940.0,1.0,1950,1.0,0.0,8,764,0.0,148419.07240851008,1.0,0.0,1,1.0,13515,0,0.0,1.0,0,149871.79960697473,1.0,0.0,764,0.0,1.0,0.0,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1337,1405,511,1998,2,1337,200733.55595135537,2,1998.0,0.0,1999,0.0,1.0,5,0,1.0,149832.2365964435,1.0,1.0,0,0.0,4060,266,1.0,0.0,68,149450.79509063665,1.0,0.0,1139,1.0,0.0,1.0,5,0.0,144,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1452,691,506,1999,2,713,138781.1879581992,2,1999.0,0.0,1999,0.0,1.0,6,739,1.0,149832.2365964435,1.0,1.0,0,0.0,3735,450,1.0,1.0,34,149450.79509063665,1.0,0.0,241,0.0,1.0,0.0,5,0.0,0,0.0,1.0,0.0,0.0,218.0,1,0.0,1.0,1.0,0.0,0.0,0.0
7,128318.41942542572,1889,925,308,1910,1,964,129953.18142245663,1,1960.0,0.0,1950,1.0,0.0,9,925,0.0,148419.07240851008,0.0,0.0,1,1.0,10120,0,0.0,1.0,0,149871.79960697473,0.0,0.0,925,0.0,1.0,0.0,4,1.0,0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0
9,243927.12577844597,2018,2002,746,2008,3,2018,185223.20977053,2,2009.0,0.0,2009,0.0,0.0,10,0,0.0,229930.4996504683,1.0,0.0,1,0.0,13214,0,0.0,0.0,76,163132.3840856425,1.0,1.0,2002,1.0,0.0,1.0,5,0.0,144,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,210508.73201090217,3447,728,1014,1935,3,1968,143355.16004825375,3,1982.0,1.0,1997,0.0,0.0,11,1479,1.0,156096.18621977826,0.0,0.0,2,1.0,14100,192,0.0,1.0,12,163132.3840856425,1.0,0.0,536,0.0,0.0,0.0,9,1.0,314,0.0,0.0,0.0,0.0,632.0,1,0.0,0.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1524,874,315,1958,1,874,143355.16004825375,1,1958.0,1.0,1958,1.0,0.0,7,650,0.0,149832.2365964435,0.0,1.0,0,1.0,11344,460,0.0,1.0,0,149450.79509063665,0.0,0.0,414,1.0,0.0,0.0,5,1.0,0,0.0,0.0,0.0,0.0,180.0,1,1.0,1.0,1.0,0.0,0.0,0.0
7,212341.06662972306,1524,1332,586,1979,2,1332,168527.69739547634,0,1979.0,0.0,1979,0.0,1.0,4,192,1.0,168130.415463841,1.0,0.0,1,0.0,23595,1258,1.0,0.0,0,175951.59962068568,0.0,0.0,74,1.0,0.0,1.0,6,0.0,268,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1489,1489,462,1968,2,1489,185223.20977053,2,1968.0,1.0,1968,0.0,0.0,7,0,1.0,195699.84440310282,0.0,0.0,1,1.0,9156,0,0.0,0.0,0,194518.646991199,0.0,0.0,1489,1.0,0.0,0.0,7,1.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,136912.1034900026,935,935,288,1965,1,935,185223.20977053,1,1965.0,1.0,1965,1.0,0.0,5,0,0.0,168130.415463841,0.0,1.0,0,1.0,13526,560,0.0,1.0,0,163093.5197072826,0.0,0.0,0,1.0,0.0,0.0,6,1.0,180,0.0,0.0,0.0,0.0,114.0,0,1.0,0.0,1.0,0.0,0.0,0.0
6,128324.91096764662,1357,1019,312,1959,1,1357,169814.79159017815,1,1959.0,1.0,2006,0.0,0.0,5,0,0.0,168130.415463841,0.0,0.0,1,1.0,11512,719,0.0,0.0,0,175951.59962068568,0.0,0.0,300,0.0,0.0,0.0,7,1.0,0,1.0,0.0,1.0,0.0,84.0,0,0.0,0.0,1.0,0.0,0.0,0.0
