OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,BsmtQual_Gd,Exterior2nd_encoded,LotArea,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,HeatingQC_Ex,GarageType_Attchd,BsmtUnfSF,OverallCond,GarageFinish_Fin,BsmtQual_Ex,GarageType_Detchd,HeatingQC_TA,BsmtFinType1_GLQ,WoodDeckSF,KitchenQual_Ex,Foundation_CBlock,MSZoning_RM,FireplaceQu_Gd,HalfBath,MasVnrArea,GarageFinish_RFn,LotShape_Reg,MasVnrType_None,SaleCondition_Partial,SaleType_New
5,145878.23747317135,912,1965,912,576,2,912,185223.20977053,1.0,1992.0,1,2008,0.0,5,0.0,0,0.0,1.0,1.0,1.0,0,0.0,214512.41271653058,8872,595,1.0,240,213810.05460707544,1.0,0.0,317,8,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,300.0,0.0,1.0,0.0,0.0,0.0
9,315920.0010227745,1702,2008,1702,1052,3,1702,200733.55595135537,0.0,2008.0,1,2008,0.0,7,0.0,0,1.0,0.0,0.0,0.0,1,0.0,149832.2365964435,8769,1540,0.0,72,149450.79509063665,1.0,1.0,162,5,1.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,1,766.0,0.0,1.0,0.0,1.0,1.0
5,145878.23747317135,1507,1960,1075,404,1,1507,169814.79159017815,1.0,1960.0,2,1960,1.0,7,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,7910,666,1.0,0,194518.646991199,0.0,0.0,409,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,136912.1034900026,2620,1977,1361,600,2,1361,133722.64519076995,1.0,1977.0,2,1977,1.0,12,0.0,1259,0.0,0.0,0.0,0.0,1,1.0,168130.415463841,18890,498,0.0,24,175951.59962068568,1.0,0.0,652,5,0.0,0.0,0.0,0.0,1.0,155,0.0,1.0,0.0,0.0,2,1.0,1.0,0.0,1.0,0.0,0.0
5,145878.23747317135,1190,1962,1106,540,2,1190,133722.64519076995,1.0,1962.0,1,1962,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,7728,803,1.0,18,149871.79960697473,0.0,1.0,303,6,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,120.0,0.0,1.0,0.0,0.0,0.0
4,145878.23747317135,1224,1962,0,462,2,1224,133722.64519076995,1.0,1962.0,2,1962,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,0.0,167674.37296794492,9842,0,1.0,0,163093.5197072826,0.0,0.0,0,5,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1188,1959,1188,531,2,1188,185223.20977053,1.0,1959.0,1,1959,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,12160,1000,0.0,0,175951.59962068568,0.0,1.0,188,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,180.0,1.0,0.0,0.0,0.0,0.0
5,142895.63805389646,1964,1911,940,0,0,1024,166819.45313884038,1.0,0.0,1,1950,1.0,7,0.0,940,1.0,0.0,1.0,1.0,0,0.0,149832.2365964435,8525,0,0.0,192,149450.79509063665,0.0,0.0,940,6,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
5,210508.73201090217,1784,1914,747,180,1,892,166819.45313884038,1.0,1914.0,1,1950,1.0,9,0.0,892,0.0,0.0,0.0,1.0,0,1.0,148419.07240851008,13132,0,1.0,40,149871.79960697473,0.0,0.0,747,5,0.0,0.0,1.0,0.0,0.0,203,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,315920.0010227745,1626,2003,764,474,2,764,138781.1879581992,0.0,2003.0,2,2003,0.0,6,1.0,862,1.0,1.0,0.0,1.0,0,1.0,161431.5727475966,2628,0,0.0,27,213810.05460707544,1.0,0.0,764,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,106.0,1.0,1.0,0.0,0.0,0.0
7,197943.08974006787,1948,2004,847,434,2,847,239909.0510660367,0.0,2004.0,2,2005,0.0,8,1.0,1101,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,12393,0,0.0,48,213810.05460707544,1.0,0.0,847,5,1.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,186536.79187429376,1141,2005,1141,484,2,1141,185223.20977053,0.0,2005.0,1,2005,1.0,6,1.0,0,1.0,0.0,0.0,1.0,0,1.0,214512.41271653058,13072,0,1.0,0,213810.05460707544,1.0,0.0,1141,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
8,243927.12577844597,1484,2006,1476,472,2,1484,185223.20977053,0.0,2006.0,2,2006,0.0,6,1.0,0,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,9037,428,0.0,33,213810.05460707544,1.0,1.0,1048,5,0.0,0.0,0.0,0.0,1.0,120,1.0,0.0,0.0,1.0,0,32.0,1.0,0.0,0.0,0.0,0.0
7,197943.08974006787,1768,2003,884,543,2,884,239909.0510660367,0.0,2003.0,2,2003,0.0,8,1.0,884,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,8158,550,0.0,63,213810.05460707544,1.0,1.0,334,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,252.0,1.0,1.0,0.0,0.0,0.0
7,225276.7062524152,1689,2007,1689,954,3,1689,185223.20977053,0.0,2007.0,2,2007,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,9849,0,0.0,56,213810.05460707544,1.0,1.0,1689,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0
7,189027.88359232503,1173,1974,1053,528,2,1173,148137.92470090053,1.0,1974.0,2,1974,0.0,6,0.0,0,0.0,1.0,0.0,0.0,2,1.0,168130.415463841,10625,885,0.0,120,175951.59962068568,0.0,1.0,0,6,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,81.0,1.0,1.0,0.0,0.0,0.0
10,315920.0010227745,2076,2006,2076,850,3,2076,185223.20977053,0.0,2006.0,2,2006,0.0,7,0.0,0,1.0,0.0,0.0,0.0,1,0.0,214512.41271653058,13891,1386,0.0,229,213810.05460707544,1.0,1.0,690,5,1.0,1.0,0.0,0.0,1.0,216,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,1.0,1.0,1.0
8,210508.73201090217,1517,1929,792,400,2,792,166819.45313884038,1.0,1931.0,1,1950,0.0,7,0.0,725,1.0,1.0,0.0,0.0,2,1.0,156096.18621977826,11435,0,1.0,0,194518.646991199,0.0,0.0,792,7,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,189027.88359232503,1868,1984,585,477,2,1140,169814.79159017815,1.0,1984.0,3,2003,1.0,7,0.0,728,0.0,0.0,0.0,0.0,1,1.0,214512.41271653058,12090,0,0.0,112,213810.05460707544,1.0,0.0,585,7,1.0,0.0,0.0,0.0,0.0,268,0.0,1.0,0.0,0.0,1,74.0,0.0,1.0,0.0,0.0,0.0
7,225276.7062524152,1553,2005,756,615,2,756,239909.0510660367,0.0,2005.0,2,2006,0.0,6,1.0,797,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,8125,0,0.0,45,213810.05460707544,1.0,1.0,756,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
6,156370.3674584998,1034,1976,1012,888,3,1034,169814.79159017815,1.0,1976.0,1,1976,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,12328,539,1.0,0,163093.5197072826,0.0,1.0,473,5,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,335.0,0.0,0.0,0.0,0.0,0.0
6,128318.41942542572,2058,1917,735,396,2,1134,192295.43697272782,1.0,1950.0,1,1950,1.0,8,0.0,924,0.0,0.0,0.0,0.0,1,1.0,114722.62767119757,9600,319,1.0,0,108113.71678010846,0.0,0.0,416,5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,988,1950,876,276,1,988,185223.20977053,1.0,1950.0,1,1950,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,7200,534,1.0,80,149450.79509063665,0.0,1.0,246,7,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,145878.23747317135,2110,1968,2110,522,2,2110,185223.20977053,0.0,1968.0,2,1968,0.0,8,1.0,0,0.0,0.0,1.0,0.0,2,0.0,195699.84440310282,11160,1065,0.0,0,194518.646991199,1.0,1.0,1045,5,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
7,315920.0010227745,1405,2003,1405,478,2,1405,200733.55595135537,0.0,2003.0,2,2003,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,1.0,161431.5727475966,3136,0,0.0,36,213810.05460707544,1.0,1.0,1405,5,0.0,0.0,0.0,0.0,0.0,148,0.0,0.0,0.0,1.0,0,163.0,1.0,0.0,0.0,0.0,0.0
5,156370.3674584998,874,1968,864,288,1,874,185223.20977053,1.0,1968.0,1,1968,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,9858,510,0.0,0,163093.5197072826,0.0,1.0,354,6,0.0,0.0,0.0,1.0,0.0,33,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,237739.82847840988,2167,1974,1192,518,2,1516,239909.0510660367,0.0,1974.0,2,2003,0.0,9,1.0,651,0.0,1.0,1.0,0.0,2,0.0,148419.07240851008,17542,125,0.0,47,149871.79960697473,0.0,1.0,36,7,0.0,0.0,0.0,1.0,0.0,220,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0
7,128324.91096764662,1656,2003,746,397,2,760,239909.0510660367,0.0,2003.0,2,2004,0.0,7,1.0,896,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,6931,0,0.0,128,213810.05460707544,1.0,0.0,746,5,1.0,0.0,0.0,0.0,0.0,178,0.0,0.0,0.0,1.0,1,92.0,0.0,1.0,0.0,0.0,0.0
6,125026.82266251187,1367,1931,884,560,1,959,143355.16004825375,1.0,1978.0,1,1950,1.0,6,0.0,408,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,6240,425,1.0,0,149871.79960697473,0.0,0.0,459,6,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
8,334545.9727902473,1987,1994,1986,691,2,1987,185223.20977053,0.0,1994.0,2,1994,0.0,7,1.0,0,1.0,1.0,0.0,0.0,1,1.0,167674.37296794492,14303,1314,0.0,36,163093.5197072826,1.0,1.0,672,5,1.0,0.0,0.0,0.0,1.0,262,0.0,0.0,0.0,0.0,0,554.0,0.0,0.0,0.0,0.0,0.0
5,128324.91096764662,864,1922,864,0,0,864,96075.68033176576,1.0,0.0,1,1950,1.0,4,0.0,0,1.0,0.0,0.0,1.0,0,0.0,148419.07240851008,4060,0,0.0,96,149871.79960697473,1.0,0.0,864,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,192824.3949363408,1166,2005,856,400,2,1166,169814.79159017815,0.0,2005.0,2,2005,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,9587,655,0.0,0,213810.05460707544,1.0,1.0,201,5,1.0,0.0,0.0,0.0,1.0,212,0.0,0.0,0.0,0.0,0,182.0,0.0,0.0,0.0,0.0,0.0
6,145878.23747317135,1054,1969,1054,460,2,1054,185223.20977053,1.0,1969.0,1,1969,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,1.0,167674.37296794492,9750,602,1.0,0,163093.5197072826,0.0,1.0,14,8,0.0,0.0,0.0,0.0,0.0,180,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,192824.3949363408,1675,1999,841,502,2,892,239909.0510660367,1.0,1999.0,2,1999,1.0,7,0.0,783,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,24682,0,0.0,103,213810.05460707544,1.0,0.0,841,5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
5,145878.23747317135,1050,1956,1050,338,1,1050,185223.20977053,1.0,1956.0,1,1956,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,9600,504,1.0,0,149450.79509063665,0.0,1.0,546,6,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
4,212341.06662972306,1788,1957,1104,304,1,1104,143355.16004825375,1.0,1957.0,1,1989,1.0,8,0.0,684,0.0,0.0,1.0,0.0,2,0.0,148419.07240851008,11250,0,1.0,0,149871.79960697473,1.0,1.0,1104,5,0.0,0.0,0.0,0.0,0.0,120,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,125026.82266251187,1824,1919,764,520,2,1060,166819.45313884038,1.0,1940.0,1,1950,1.0,8,0.0,764,1.0,0.0,1.0,0.0,1,0.0,148419.07240851008,13515,0,1.0,0,149871.79960697473,1.0,0.0,764,6,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,145878.23747317135,1337,1998,1405,511,2,1337,200733.55595135537,0.0,1998.0,2,1999,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,1.0,149832.2365964435,4060,266,0.0,68,149450.79509063665,1.0,1.0,1139,5,1.0,0.0,0.0,0.0,1.0,144,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
7,225276.7062524152,1452,1999,691,506,2,713,138781.1879581992,0.0,1999.0,2,1999,0.0,6,1.0,739,1.0,1.0,0.0,1.0,0,1.0,149832.2365964435,3735,450,1.0,34,149450.79509063665,1.0,0.0,241,5,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,218.0,0.0,1.0,0.0,0.0,0.0
7,128318.41942542572,1889,1910,925,308,1,964,129953.18142245663,0.0,1960.0,1,1950,1.0,9,0.0,925,0.0,0.0,1.0,0.0,1,0.0,148419.07240851008,10120,0,1.0,0,149871.79960697473,0.0,0.0,925,4,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0
9,243927.12577844597,2018,2008,2002,746,3,2018,185223.20977053,0.0,2009.0,2,2009,0.0,10,0.0,0,1.0,0.0,0.0,0.0,1,0.0,229930.4996504683,13214,0,0.0,76,163132.3840856425,1.0,1.0,2002,5,1.0,1.0,0.0,0.0,0.0,144,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0
8,210508.73201090217,3447,1935,728,1014,3,1968,143355.16004825375,1.0,1982.0,3,1997,0.0,11,0.0,1479,0.0,1.0,1.0,0.0,2,0.0,156096.18621977826,14100,192,1.0,12,163132.3840856425,1.0,0.0,536,9,0.0,0.0,0.0,0.0,0.0,314,0.0,1.0,0.0,1.0,1,632.0,0.0,0.0,0.0,0.0,0.0
5,145878.23747317135,1524,1958,874,315,1,874,143355.16004825375,1.0,1958.0,1,1958,1.0,7,0.0,650,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,11344,460,1.0,0,149450.79509063665,0.0,1.0,414,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,1,180.0,0.0,1.0,0.0,0.0,0.0
7,212341.06662972306,1524,1979,1332,586,2,1332,168527.69739547634,0.0,1979.0,0,1979,0.0,4,1.0,192,1.0,1.0,0.0,0.0,1,1.0,168130.415463841,23595,1258,0.0,0,175951.59962068568,0.0,1.0,74,6,1.0,0.0,0.0,1.0,1.0,268,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1489,1968,1489,462,2,1489,185223.20977053,1.0,1968.0,2,1968,0.0,7,0.0,0,0.0,1.0,1.0,0.0,1,0.0,195699.84440310282,9156,0,0.0,0,194518.646991199,0.0,1.0,1489,7,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0
5,136912.1034900026,935,1965,935,288,1,935,185223.20977053,1.0,1965.0,1,1965,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,13526,560,1.0,0,163093.5197072826,0.0,1.0,0,6,0.0,0.0,0.0,1.0,0.0,180,0.0,1.0,0.0,0.0,0,114.0,0.0,0.0,0.0,0.0,0.0
6,128324.91096764662,1357,1959,1019,312,1,1357,169814.79159017815,1.0,1959.0,1,2006,0.0,5,0.0,0,0.0,0.0,1.0,0.0,1,0.0,168130.415463841,11512,719,0.0,0,175951.59962068568,0.0,0.0,300,7,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0,84.0,1.0,0.0,0.0,0.0,0.0
5,210508.73201090217,1250,1910,661,552,2,661,143355.16004825375,1.0,1985.0,2,2003,1.0,8,0.0,589,1.0,0.0,1.0,0.0,1,0.0,161431.5727475966,5362,0,1.0,0,149871.79960697473,1.0,0.0,661,6,0.0,0.0,1.0,0.0,0.0,242,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1920,1948,928,400,2,928,133722.64519076995,1.0,1948.0,2,1950,1.0,10,0.0,992,0.0,0.0,1.0,1.0,0,0.0,114722.62767119757,11345,220,1.0,0,108113.71678010846,0.0,0.0,708,5,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,567.0,0.0,1.0,0.0,0.0,0.0
6,189027.88359232503,1395,1972,723,497,2,735,239909.0510660367,1.0,1972.0,1,1972,1.0,6,0.0,660,0.0,0.0,1.0,0.0,1,0.0,168130.415463841,12936,593,1.0,116,163093.5197072826,0.0,1.0,130,6,0.0,0.0,0.0,1.0,0.0,294,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0
6,189027.88359232503,1724,1967,1680,480,2,1724,169814.79159017815,1.0,1967.0,1,1976,1.0,7,0.0,0,0.0,0.0,0.0,0.0,1,1.0,167674.37296794492,17871,528,0.0,0,163093.5197072826,0.0,1.0,1152,5,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1,359.0,1.0,0.0,0.0,0.0,0.0
8,197943.08974006787,2031,2002,1128,577,2,1128,239909.0510660367,0.0,2002.0,2,2002,0.0,7,1.0,903,1.0,1.0,0.0,0.0,1,1.0,214512.41271653058,9473,804,0.0,211,213810.05460707544,1.0,1.0,324,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0
4,100558.22792898362,1128,1920,698,528,2,698,143355.16004825375,1.0,1980.0,1,1950,1.0,6,0.0,430,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,7500,0,0.0,0,149450.79509063665,0.0,0.0,698,4,0.0,0.0,1.0,1.0,0.0,30,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,197943.08974006787,1573,2002,1573,544,2,1573,185223.20977053,0.0,2002.0,2,2002,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,1.0,214512.41271653058,9808,788,0.0,72,213810.05460707544,1.0,1.0,785,5,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,110.0,1.0,0.0,0.0,0.0,0.0
7,243927.12577844597,1339,1990,1309,484,2,1339,185223.20977053,1.0,1990.0,2,1990,1.0,6,0.0,0,0.0,0.0,0.0,0.0,1,1.0,167674.37296794492,8049,1053,0.0,58,163093.5197072826,0.0,1.0,256,5,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0.0,0.0
5,197943.08974006787,1040,1977,1040,484,2,1040,185223.20977053,1.0,1977.0,2,2008,0.0,5,0.0,0,0.0,1.0,0.0,1.0,0,1.0,167674.37296794492,8800,532,1.0,0,163093.5197072826,0.0,0.0,364,7,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
6,156370.3674584998,1824,1971,912,0,0,912,133722.64519076995,1.0,0.0,2,1971,1.0,8,0.0,912,0.0,0.0,1.0,1.0,0,0.0,161431.5727475966,9400,0,0.0,0,149450.79509063665,0.0,0.0,912,5,0.0,0.0,0.0,1.0,0.0,128,0.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0
6,142895.63805389646,2447,1919,804,336,1,1699,143355.16004825375,1.0,1969.0,2,1990,0.0,10,0.0,748,1.0,1.0,1.0,0.0,1,0.0,161431.5727475966,9638,0,1.0,0,149871.79960697473,1.0,0.0,804,7,0.0,0.0,1.0,0.0,0.0,272,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,125026.82266251187,1412,1939,780,280,1,825,143355.16004825375,1.0,1939.0,1,1950,1.0,6,0.0,587,0.0,0.0,1.0,0.0,1,0.0,149832.2365964435,6000,0,1.0,0,149450.79509063665,1.0,0.0,780,6,0.0,0.0,1.0,0.0,0.0,45,0.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0
6,189027.88359232503,1328,1963,1328,528,2,1328,185223.20977053,1.0,1963.0,1,1963,1.0,6,0.0,0,0.0,0.0,1.0,0.0,2,0.0,167674.37296794492,9790,569,1.0,26,163093.5197072826,0.0,1.0,678,5,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,1,451.0,0.0,1.0,0.0,0.0,0.0
5,212341.06662972306,1582,1964,1624,390,2,1582,185223.20977053,1.0,1964.0,2,1964,1.0,7,0.0,0,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,36500,812,1.0,198,149871.79960697473,0.0,1.0,812,5,0.0,0.0,0.0,0.0,0.0,168,0.0,1.0,0.0,0.0,0,621.0,0.0,0.0,0.0,0.0,0.0
8,309470.67773643613,1659,2000,1501,499,2,1659,200733.55595135537,0.0,2000.0,2,2000,0.0,5,1.0,0,1.0,0.0,0.0,0.0,1,1.0,229930.4996504683,5664,1158,0.0,59,231524.77253199657,1.0,1.0,343,5,1.0,0.0,0.0,0.0,1.0,212,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
8,315920.0010227745,1970,2006,1085,753,3,1120,239909.0510660367,0.0,2006.0,2,2006,0.0,8,1.0,850,1.0,0.0,0.0,0.0,1,1.0,214512.41271653058,11065,0,0.0,74,213810.05460707544,1.0,0.0,1085,5,1.0,0.0,0.0,0.0,0.0,177,1.0,0.0,0.0,1.0,1,788.0,0.0,0.0,0.0,1.0,1.0
5,145878.23747317135,1152,1964,1152,484,2,1152,169814.79159017815,1.0,1964.0,1,1964,1.0,6,0.0,0,1.0,0.0,1.0,0.0,1,0.0,167674.37296794492,14112,1014,0.0,0,149871.79960697473,0.0,1.0,138,7,0.0,0.0,0.0,1.0,1.0,227,0.0,0.0,0.0,1.0,0,86.0,1.0,0.0,0.0,0.0,0.0
5,105437.41228136978,1302,1972,630,264,1,630,138781.1879581992,1.0,1972.0,2,1972,1.0,6,0.0,672,0.0,0.0,1.0,1.0,0,0.0,229930.4996504683,1680,231,1.0,0,231524.77253199657,0.0,0.0,399,7,0.0,0.0,1.0,1.0,0.0,185,0.0,1.0,1.0,0.0,1,268.0,0.0,1.0,0.0,0.0,0.0
5,128318.41942542572,2372,1892,994,432,1,1378,166819.45313884038,1.0,1985.0,2,1965,1.0,11,0.0,994,0.0,0.0,1.0,1.0,0,0.0,148419.07240851008,6600,0,0.0,287,149871.79960697473,0.0,1.0,994,4,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0
7,189027.88359232503,1664,1976,832,528,2,832,239909.0510660367,1.0,1976.0,2,1976,1.0,8,0.0,832,1.0,0.0,0.0,0.0,1,1.0,167674.37296794492,10140,194,0.0,28,163093.5197072826,0.0,1.0,638,5,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
5,128324.91096764662,864,1955,864,572,2,864,185223.20977053,1.0,1957.0,1,1990,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,168130.415463841,8172,167,1.0,0,150886.18621977826,0.0,0.0,697,7,0.0,0.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
5,145878.23747317135,1052,1968,1052,288,1,1052,185223.20977053,1.0,1968.0,1,1968,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,0.0,167674.37296794492,8400,1016,0.0,0,163093.5197072826,0.0,1.0,36,5,0.0,0.0,0.0,0.0,0.0,356,0.0,1.0,0.0,0.0,1,168.0,1.0,1.0,0.0,0.0,0.0
5,145878.23747317135,1128,1963,1120,525,2,1128,185223.20977053,1.0,1963.0,2,1963,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,0.0,149832.2365964435,8700,776,0.0,20,149450.79509063665,0.0,1.0,344,6,0.0,0.0,0.0,0.0,0.0,192,0.0,1.0,0.0,0.0,0,148.0,1.0,1.0,0.0,0.0,0.0
6,128324.91096764662,1072,2005,547,525,2,1072,109448.21770826844,1.0,2005.0,2,2006,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,1.0,214512.41271653058,3675,547,0.0,44,213810.05460707544,0.0,0.0,0,5,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,82.0,0.0,1.0,0.0,1.0,1.0
10,128324.91096764662,5642,2008,6110,1418,2,4692,239909.0510660367,0.0,2008.0,2,2008,0.0,12,0.0,950,1.0,0.0,0.0,0.0,3,0.0,156096.18621977826,63887,5644,0.0,292,163132.3840856425,1.0,1.0,466,5,1.0,1.0,0.0,0.0,1.0,214,1.0,0.0,0.0,1.0,1,796.0,0.0,0.0,0.0,1.0,1.0
5,145878.23747317135,1246,1959,1246,305,1,1246,185223.20977053,1.0,1959.0,1,1994,0.0,6,0.0,0,0.0,1.0,1.0,1.0,0,0.0,195699.84440310282,7500,340,0.0,0,194518.646991199,1.0,1.0,0,7,0.0,0.0,0.0,0.0,0.0,218,0.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0
