OverallQual,Neighborhood_encoded,GrLivArea,YearBuilt,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,MSSubClass_encoded,ExterQual_TA,GarageYrBlt,FullBath,YearRemodAdd,KitchenQual_TA,TotRmsAbvGrd,ExterQual_Gd,2ndFlrSF,Foundation_PConc,KitchenQual_Gd,BsmtQual_TA,FireplaceQu_None,Fireplaces,LotArea,Exterior2nd_encoded,BsmtQual_Gd,BsmtFinSF1,GarageFinish_Unf,OpenPorchSF,Exterior1st_encoded,GarageType_Attchd,HeatingQC_Ex,BsmtUnfSF,BsmtQual_Ex,OverallCond,BsmtFinType1_GLQ,GarageFinish_Fin,GarageType_Detchd,WoodDeckSF,Foundation_CBlock,HeatingQC_TA,LotShape_Reg,KitchenQual_Ex,GarageFinish_RFn,MSZoning_RM,HalfBath,MasVnrArea,SaleType_New,MasVnrType_None,SaleCondition_Partial,FireplaceQu_Gd
7,197852.95625689375,1948,2004,847,434,2,847,239751.77464930317,0.0,2004.0,2,2005,0.0,8,1.0,1101,1.0,1.0,0.0,0.0,1,12393,214459.1079261725,1.0,0,0.0,48,213758.9794073611,0.0,1.0,847,0.0,5,0.0,1.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0
6,186462.03991318255,1141,2005,1141,484,2,1141,185216.8145154394,0.0,2005.0,1,2005,1.0,6,1.0,0,1.0,0.0,0.0,1.0,0,13072,214459.1079261725,1.0,0,1.0,0,213758.9794073611,0.0,1.0,1141,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
8,242600.8788102882,1484,2006,1476,472,2,1484,185216.8145154394,0.0,2006.0,2,2006,0.0,6,1.0,0,1.0,0.0,0.0,0.0,1,9037,214459.1079261725,1.0,428,0.0,33,213758.9794073611,1.0,1.0,1048,0.0,5,1.0,0.0,0.0,120,0.0,0.0,0.0,1.0,1.0,0.0,0,32.0,0.0,0.0,0.0,1.0
7,197852.95625689375,1768,2003,884,543,2,884,239751.77464930317,0.0,2003.0,2,2003,0.0,8,1.0,884,1.0,1.0,0.0,1.0,0,8158,214459.1079261725,1.0,550,0.0,63,213758.9794073611,1.0,1.0,334,0.0,5,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,252.0,0.0,0.0,0.0,0.0
7,224868.92407805694,1689,2007,1689,954,3,1689,185216.8145154394,0.0,2007.0,2,2007,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,9849,214459.1079261725,1.0,0,0.0,56,213758.9794073611,1.0,1.0,1689,0.0,6,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0
7,188940.34317285073,1173,1974,1053,528,2,1173,149387.161656712,1.0,1974.0,2,1974,0.0,6,0.0,0,0.0,1.0,0.0,0.0,2,10625,168202.02373979686,1.0,885,0.0,120,175988.14123661423,1.0,0.0,0,0.0,6,1.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0,81.0,0.0,0.0,0.0,0.0
10,314535.49224090966,2076,2006,2076,850,3,2076,185216.8145154394,0.0,2006.0,2,2006,0.0,7,0.0,0,1.0,0.0,0.0,0.0,1,13891,214459.1079261725,0.0,1386,0.0,229,213758.9794073611,1.0,1.0,690,1.0,5,1.0,1.0,0.0,216,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0
8,210053.6806690568,1517,1929,792,400,2,792,167004.51466870413,1.0,1931.0,1,1950,0.0,7,0.0,725,1.0,1.0,0.0,0.0,2,11435,156832.01462188712,1.0,0,1.0,0,194305.49793707748,0.0,0.0,792,0.0,7,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
6,188940.34317285073,1868,1984,585,477,2,1140,169968.11025501642,1.0,1984.0,3,2003,1.0,7,0.0,728,0.0,0.0,0.0,0.0,1,12090,214459.1079261725,1.0,0,0.0,112,213758.9794073611,0.0,1.0,585,0.0,7,0.0,1.0,0.0,268,1.0,0.0,1.0,0.0,0.0,0.0,1,74.0,0.0,0.0,0.0,0.0
7,224868.92407805694,1553,2005,756,615,2,756,239751.77464930317,0.0,2005.0,2,2006,0.0,6,1.0,797,1.0,1.0,0.0,1.0,0,8125,214459.1079261725,1.0,0,0.0,45,213758.9794073611,1.0,1.0,756,0.0,5,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.0
6,156763.32789581906,1034,1976,1012,888,3,1034,169968.11025501642,1.0,1976.0,1,1976,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,12328,167725.35766726418,0.0,539,1.0,0,163157.5084968204,1.0,0.0,473,0.0,5,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,335.0,0.0,0.0,0.0,0.0
6,128687.62627009608,2058,1917,735,396,2,1134,191760.61145829133,1.0,1950.0,1,1950,1.0,8,0.0,924,0.0,0.0,0.0,0.0,1,9600,117244.82832337871,1.0,319,1.0,0,110887.68546623585,0.0,0.0,416,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0
5,146002.31590615463,988,1950,876,276,1,988,185216.8145154394,1.0,1950.0,1,1950,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,7200,149947.9506734463,0.0,534,1.0,80,149564.74839271925,1.0,0.0,246,0.0,7,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,146002.31590615463,2110,1968,2110,522,2,2110,185216.8145154394,0.0,1968.0,2,1968,0.0,8,1.0,0,0.0,0.0,1.0,0.0,2,11160,195245.39979965202,0.0,1065,0.0,0,194305.49793707748,1.0,1.0,1045,0.0,5,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
7,314535.49224090966,1405,2003,1405,478,2,1405,200553.52721353355,0.0,2003.0,2,2003,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,3136,161831.5485843834,1.0,0,0.0,36,213758.9794073611,1.0,1.0,1405,0.0,5,0.0,0.0,0.0,148,0.0,0.0,0.0,0.0,1.0,0.0,0,163.0,0.0,0.0,0.0,1.0
5,156763.32789581906,874,1968,864,288,1,874,185216.8145154394,1.0,1968.0,1,1968,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,9858,167725.35766726418,0.0,510,0.0,0,163157.5084968204,1.0,0.0,354,0.0,6,0.0,0.0,0.0,33,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,233952.53289924603,2167,1974,1192,518,2,1516,239751.77464930317,0.0,1974.0,2,2003,0.0,9,1.0,651,0.0,1.0,1.0,0.0,2,17542,148550.43128682298,0.0,125,0.0,47,149991.83282507706,1.0,0.0,36,0.0,7,0.0,0.0,0.0,220,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,1.0
7,128741.58806723716,1656,2003,746,397,2,760,239751.77464930317,0.0,2003.0,2,2004,0.0,7,1.0,896,1.0,1.0,0.0,0.0,1,6931,214459.1079261725,1.0,0,0.0,128,213758.9794073611,0.0,1.0,746,0.0,5,0.0,1.0,0.0,178,0.0,0.0,1.0,0.0,0.0,0.0,1,92.0,0.0,0.0,0.0,1.0
6,125784.83719984665,1367,1931,884,560,1,959,143562.47168821347,1.0,1978.0,1,1950,1.0,6,0.0,408,0.0,0.0,1.0,0.0,1,6240,148550.43128682298,0.0,425,1.0,0,149991.83282507706,0.0,0.0,459,0.0,6,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
8,331619.9617807369,1987,1994,1986,691,2,1987,185216.8145154394,0.0,1994.0,2,1994,0.0,7,1.0,0,1.0,1.0,0.0,0.0,1,14303,167725.35766726418,1.0,1314,0.0,36,163157.5084968204,1.0,1.0,672,0.0,5,1.0,1.0,0.0,262,0.0,0.0,0.0,0.0,0.0,0.0,0,554.0,0.0,0.0,0.0,0.0
5,128741.58806723716,864,1922,864,0,0,864,97045.4484970136,1.0,0.0,1,1950,1.0,4,0.0,0,1.0,0.0,0.0,1.0,0,4060,148550.43128682298,0.0,0,0.0,96,149991.83282507706,0.0,1.0,864,0.0,8,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,192705.45493488692,1166,2005,856,400,2,1166,169968.11025501642,0.0,2005.0,2,2005,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,9587,214459.1079261725,1.0,655,0.0,0,213758.9794073611,1.0,1.0,201,0.0,5,1.0,1.0,0.0,212,0.0,0.0,0.0,0.0,0.0,0.0,0,182.0,0.0,0.0,0.0,0.0
6,146002.31590615463,1054,1969,1054,460,2,1054,185216.8145154394,1.0,1969.0,1,1969,1.0,6,0.0,0,0.0,0.0,0.0,1.0,0,9750,167725.35766726418,1.0,602,1.0,0,163157.5084968204,1.0,0.0,14,0.0,8,0.0,0.0,0.0,180,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,192705.45493488692,1675,1999,841,502,2,892,239751.77464930317,1.0,1999.0,2,1999,1.0,7,0.0,783,1.0,0.0,0.0,0.0,1,24682,214459.1079261725,1.0,0,0.0,103,213758.9794073611,0.0,1.0,841,0.0,5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
5,146002.31590615463,1050,1956,1050,338,1,1050,185216.8145154394,1.0,1956.0,1,1956,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,9600,149947.9506734463,0.0,504,1.0,0,149564.74839271925,1.0,0.0,546,0.0,6,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
4,211474.56533761907,1788,1957,1104,304,1,1104,143562.47168821347,1.0,1957.0,1,1989,1.0,8,0.0,684,0.0,0.0,1.0,0.0,2,11250,148550.43128682298,0.0,0,1.0,0,149991.83282507706,1.0,1.0,1104,0.0,5,0.0,0.0,0.0,120,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,125784.83719984665,1824,1919,764,520,2,1060,167004.51466870413,1.0,1940.0,1,1950,1.0,8,0.0,764,1.0,0.0,1.0,0.0,1,13515,148550.43128682298,0.0,0,1.0,0,149991.83282507706,0.0,1.0,764,0.0,6,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
6,146002.31590615463,1337,1998,1405,511,2,1337,200553.52721353355,0.0,1998.0,2,1999,0.0,5,1.0,0,1.0,1.0,0.0,1.0,0,4060,149947.9506734463,1.0,266,0.0,68,149564.74839271925,1.0,1.0,1139,0.0,5,1.0,1.0,0.0,144,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,224868.92407805694,1452,1999,691,506,2,713,139308.05304360864,0.0,1999.0,2,1999,0.0,6,1.0,739,1.0,1.0,0.0,1.0,0,3735,149947.9506734463,1.0,450,1.0,34,149564.74839271925,0.0,1.0,241,0.0,5,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,218.0,0.0,0.0,0.0,0.0
7,128687.62627009608,1889,1910,925,308,1,964,131268.72241261136,0.0,1960.0,1,1950,1.0,9,0.0,925,0.0,0.0,1.0,0.0,1,10120,148550.43128682298,0.0,0,1.0,0,149991.83282507706,0.0,0.0,925,0.0,4,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0
9,242600.8788102882,2018,2008,2002,746,3,2018,185216.8145154394,0.0,2009.0,2,2009,0.0,10,0.0,0,1.0,0.0,0.0,0.0,1,13214,229287.87532444185,0.0,0,0.0,76,163680.0151842674,1.0,1.0,2002,1.0,5,0.0,1.0,0.0,144,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
8,210053.6806690568,3447,1935,728,1014,3,1968,143562.47168821347,1.0,1982.0,3,1997,0.0,11,0.0,1479,0.0,1.0,1.0,0.0,2,14100,156832.01462188712,0.0,192,1.0,12,163680.0151842674,0.0,1.0,536,0.0,9,0.0,0.0,0.0,314,1.0,0.0,0.0,0.0,0.0,0.0,1,632.0,0.0,0.0,0.0,1.0
5,146002.31590615463,1524,1958,874,315,1,874,143562.47168821347,1.0,1958.0,1,1958,1.0,7,0.0,650,0.0,0.0,1.0,1.0,0,11344,149947.9506734463,0.0,460,1.0,0,149564.74839271925,1.0,0.0,414,0.0,5,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,180.0,0.0,0.0,0.0,0.0
7,211474.56533761907,1524,1979,1332,586,2,1332,161086.07895819054,0.0,1979.0,0,1979,0.0,4,1.0,192,1.0,1.0,0.0,0.0,1,23595,168202.02373979686,1.0,1258,0.0,0,175988.14123661423,1.0,0.0,74,0.0,6,1.0,1.0,0.0,268,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,188940.34317285073,1489,1968,1489,462,2,1489,185216.8145154394,1.0,1968.0,2,1968,0.0,7,0.0,0,0.0,1.0,1.0,0.0,1,9156,195245.39979965202,0.0,0,0.0,0,194305.49793707748,1.0,0.0,1489,0.0,7,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0
5,137381.63193054605,935,1965,935,288,1,935,185216.8145154394,1.0,1965.0,1,1965,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,13526,168202.02373979686,0.0,560,1.0,0,163157.5084968204,1.0,0.0,0,0.0,6,0.0,0.0,0.0,180,1.0,1.0,0.0,0.0,0.0,0.0,0,114.0,0.0,0.0,0.0,0.0
6,128741.58806723716,1357,1959,1019,312,1,1357,169968.11025501642,1.0,1959.0,1,2006,0.0,5,0.0,0,0.0,0.0,1.0,0.0,1,11512,168202.02373979686,0.0,719,0.0,0,175988.14123661423,0.0,0.0,300,0.0,7,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0,84.0,0.0,0.0,0.0,1.0
5,210053.6806690568,1250,1910,661,552,2,661,143562.47168821347,1.0,1985.0,2,2003,1.0,8,0.0,589,1.0,0.0,1.0,0.0,1,5362,161831.5485843834,0.0,0,1.0,0,149991.83282507706,0.0,1.0,661,0.0,6,0.0,0.0,1.0,242,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
5,146002.31590615463,1920,1948,928,400,2,928,134435.21499605573,1.0,1948.0,2,1950,1.0,10,0.0,992,0.0,0.0,1.0,1.0,0,11345,117244.82832337871,0.0,220,1.0,0,110887.68546623585,0.0,0.0,708,0.0,5,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0,567.0,0.0,0.0,0.0,0.0
6,188940.34317285073,1395,1972,723,497,2,735,239751.77464930317,1.0,1972.0,1,1972,1.0,6,0.0,660,0.0,0.0,1.0,0.0,1,12936,168202.02373979686,0.0,593,1.0,116,163157.5084968204,1.0,0.0,130,0.0,6,0.0,0.0,0.0,294,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0
6,188940.34317285073,1724,1967,1680,480,2,1724,169968.11025501642,1.0,1967.0,1,1976,1.0,7,0.0,0,0.0,0.0,0.0,0.0,1,17871,167725.35766726418,1.0,528,0.0,0,163157.5084968204,1.0,0.0,1152,0.0,5,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1,359.0,0.0,0.0,0.0,1.0
8,197852.95625689375,2031,2002,1128,577,2,1128,239751.77464930317,0.0,2002.0,2,2002,0.0,7,1.0,903,1.0,1.0,0.0,0.0,1,9473,214459.1079261725,1.0,804,0.0,211,213758.9794073611,1.0,1.0,324,0.0,5,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,1.0
4,102250.27354713033,1128,1920,698,528,2,698,143562.47168821347,1.0,1980.0,1,1950,1.0,6,0.0,430,0.0,0.0,1.0,1.0,0,7500,149947.9506734463,0.0,0,0.0,0,149564.74839271925,0.0,0.0,698,0.0,4,0.0,0.0,1.0,30,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0
7,197852.95625689375,1573,2002,1573,544,2,1573,185216.8145154394,0.0,2002.0,2,2002,0.0,6,1.0,0,1.0,1.0,0.0,1.0,0,9808,214459.1079261725,1.0,788,0.0,72,213758.9794073611,1.0,1.0,785,0.0,5,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,110.0,0.0,0.0,0.0,0.0
7,242600.8788102882,1339,1990,1309,484,2,1339,185216.8145154394,1.0,1990.0,2,1990,1.0,6,0.0,0,0.0,0.0,0.0,0.0,1,8049,167725.35766726418,1.0,1053,0.0,58,163157.5084968204,1.0,0.0,256,0.0,5,0.0,1.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0.0
5,197852.95625689375,1040,1977,1040,484,2,1040,185216.8145154394,1.0,1977.0,2,2008,0.0,5,0.0,0,0.0,1.0,0.0,1.0,0,8800,167725.35766726418,1.0,532,1.0,0,163157.5084968204,0.0,0.0,364,0.0,7,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
6,156763.32789581906,1824,1971,912,0,0,912,134435.21499605573,1.0,0.0,2,1971,1.0,8,0.0,912,0.0,0.0,1.0,1.0,0,9400,161831.5485843834,0.0,0,0.0,0,149564.74839271925,0.0,0.0,912,0.0,5,0.0,0.0,0.0,128,1.0,1.0,1.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0
6,144065.93826119046,2447,1919,804,336,1,1699,143562.47168821347,1.0,1969.0,2,1990,0.0,10,0.0,748,1.0,1.0,1.0,0.0,1,9638,161831.5485843834,0.0,0,1.0,0,149991.83282507706,0.0,1.0,804,0.0,7,0.0,0.0,1.0,272,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
6,125784.83719984665,1412,1939,780,280,1,825,143562.47168821347,1.0,1939.0,1,1950,1.0,6,0.0,587,0.0,0.0,1.0,0.0,1,6000,149947.9506734463,0.0,0,1.0,0,149564.74839271925,0.0,1.0,780,0.0,6,0.0,0.0,1.0,45,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,1.0
6,188940.34317285073,1328,1963,1328,528,2,1328,185216.8145154394,1.0,1963.0,1,1963,1.0,6,0.0,0,0.0,0.0,1.0,0.0,2,9790,167725.35766726418,0.0,569,1.0,26,163157.5084968204,1.0,0.0,678,0.0,5,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1,451.0,0.0,0.0,0.0,1.0
5,211474.56533761907,1582,1964,1624,390,2,1582,185216.8145154394,1.0,1964.0,2,1964,1.0,7,0.0,0,0.0,0.0,1.0,1.0,0,36500,148550.43128682298,0.0,812,1.0,198,149991.83282507706,1.0,0.0,812,0.0,5,0.0,0.0,0.0,168,1.0,0.0,0.0,0.0,0.0,0.0,0,621.0,0.0,0.0,0.0,0.0
8,305515.5921073443,1659,2000,1501,499,2,1659,200553.52721353355,0.0,2000.0,2,2000,0.0,5,1.0,0,1.0,0.0,0.0,0.0,1,5664,229287.87532444185,1.0,1158,0.0,59,230871.94185146698,1.0,1.0,343,0.0,5,1.0,1.0,0.0,212,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
8,314535.49224090966,1970,2006,1085,753,3,1120,239751.77464930317,0.0,2006.0,2,2006,0.0,8,1.0,850,1.0,0.0,0.0,0.0,1,11065,214459.1079261725,1.0,0,0.0,74,213758.9794073611,0.0,1.0,1085,0.0,5,0.0,1.0,0.0,177,0.0,0.0,0.0,1.0,0.0,0.0,1,788.0,1.0,0.0,1.0,1.0
5,146002.31590615463,1152,1964,1152,484,2,1152,169968.11025501642,1.0,1964.0,1,1964,1.0,6,0.0,0,1.0,0.0,1.0,0.0,1,14112,167725.35766726418,0.0,1014,0.0,0,149991.83282507706,1.0,0.0,138,0.0,7,1.0,0.0,0.0,227,0.0,1.0,0.0,0.0,1.0,0.0,0,86.0,0.0,0.0,0.0,1.0
5,108990.02322299722,1302,1972,630,264,1,630,139308.05304360864,1.0,1972.0,2,1972,1.0,6,0.0,672,0.0,0.0,1.0,1.0,0,1680,229287.87532444185,0.0,231,1.0,0,230871.94185146698,0.0,0.0,399,0.0,7,0.0,0.0,1.0,185,1.0,1.0,1.0,0.0,0.0,1.0,1,268.0,0.0,0.0,0.0,0.0
5,128687.62627009608,2372,1892,994,432,1,1378,167004.51466870413,1.0,1985.0,2,1965,1.0,11,0.0,994,0.0,0.0,1.0,1.0,0,6600,148550.43128682298,0.0,0,0.0,287,149991.83282507706,1.0,0.0,994,0.0,4,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0
7,188940.34317285073,1664,1976,832,528,2,832,239751.77464930317,1.0,1976.0,2,1976,1.0,8,0.0,832,1.0,0.0,0.0,0.0,1,10140,167725.35766726418,1.0,194,0.0,28,163157.5084968204,1.0,0.0,638,0.0,5,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
5,128741.58806723716,864,1955,864,572,2,864,185216.8145154394,1.0,1957.0,1,1990,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,8172,168202.02373979686,0.0,167,1.0,0,151776.38499225752,0.0,0.0,697,0.0,7,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,146002.31590615463,1052,1968,1052,288,1,1052,185216.8145154394,1.0,1968.0,1,1968,1.0,5,0.0,0,0.0,0.0,1.0,1.0,0,8400,167725.35766726418,0.0,1016,0.0,0,163157.5084968204,1.0,0.0,36,0.0,5,0.0,0.0,0.0,356,1.0,0.0,1.0,0.0,1.0,0.0,1,168.0,0.0,0.0,0.0,0.0
5,146002.31590615463,1128,1963,1120,525,2,1128,185216.8145154394,1.0,1963.0,2,1963,1.0,6,0.0,0,0.0,0.0,1.0,1.0,0,8700,149947.9506734463,0.0,776,0.0,20,149564.74839271925,1.0,0.0,344,0.0,6,0.0,0.0,0.0,192,1.0,0.0,1.0,0.0,1.0,0.0,0,148.0,0.0,0.0,0.0,0.0
6,128741.58806723716,1072,2005,547,525,2,1072,109448.21770826844,1.0,2005.0,2,2006,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,3675,214459.1079261725,1.0,547,0.0,44,213758.9794073611,0.0,0.0,0,0.0,5,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,82.0,1.0,0.0,1.0,0.0
10,128741.58806723716,5642,2008,6110,1418,2,4692,239751.77464930317,0.0,2008.0,2,2008,0.0,12,0.0,950,1.0,0.0,0.0,0.0,3,63887,156832.01462188712,0.0,5644,0.0,292,163680.0151842674,1.0,1.0,466,1.0,5,1.0,1.0,0.0,214,0.0,0.0,0.0,1.0,0.0,0.0,1,796.0,1.0,0.0,1.0,1.0
5,146002.31590615463,1246,1959,1246,305,1,1246,185216.8145154394,1.0,1959.0,1,1994,0.0,6,0.0,0,0.0,1.0,1.0,1.0,0,7500,195245.39979965202,0.0,340,0.0,0,194305.49793707748,1.0,1.0,0,0.0,7,0.0,0.0,0.0,218,1.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0
7,192705.45493488692,1983,1999,978,490,2,1005,239751.77464930317,0.0,1999.0,2,1999,0.0,9,1.0,978,1.0,1.0,0.0,0.0,1,10762,214459.1079261725,1.0,694,0.0,0,213758.9794073611,1.0,1.0,284,0.0,5,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,344.0,0.0,1.0,0.0,0.0
6,210053.6806690568,1494,1942,771,213,1,753,167004.51466870413,1.0,1942.0,1,1950,0.0,7,0.0,741,0.0,1.0,1.0,0.0,2,7500,148550.43128682298,0.0,547,1.0,0,149991.83282507706,1.0,0.0,224,0.0,7,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
8,331619.9617807369,2526,1994,1165,844,3,1203,239751.77464930317,0.0,1994.0,2,1994,0.0,8,1.0,1323,1.0,1.0,0.0,0.0,1,10120,214459.1079261725,1.0,740,0.0,78,213758.9794073611,1.0,1.0,425,0.0,5,1.0,0.0,0.0,309,0.0,0.0,1.0,0.0,1.0,0.0,1,391.0,0.0,0.0,0.0,0.0
7,224868.92407805694,1616,2005,1616,834,3,1616,185216.8145154394,0.0,2005.0,2,2005,0.0,7,1.0,0,1.0,1.0,0.0,1.0,0,8688,214459.1079261725,1.0,0,0.0,59,213758.9794073611,1.0,1.0,1616,0.0,5,0.0,0.0,0.0,208,0.0,0.0,1.0,0.0,1.0,0.0,0,228.0,0.0,0.0,0.0,0.0
7,128741.58806723716,1708,2004,976,380,2,976,139308.05304360864,0.0,2004.0,2,2004,0.0,7,1.0,732,1.0,1.0,0.0,1.0,0,3363,214459.1079261725,1.0,0,1.0,40,213758.9794073611,0.0,1.0,976,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,117.0,0.0,0.0,0.0,0.0
9,314535.49224090966,1652,2006,1652,840,2,1652,185216.8145154394,0.0,2006.0,2,2007,0.0,6,1.0,0,1.0,0.0,0.0,0.0,2,13173,214459.1079261725,0.0,1572,0.0,102,213758.9794073611,1.0,1.0,80,1.0,5,1.0,1.0,0.0,404,0.0,0.0,0.0,1.0,0.0,0.0,0,300.0,0.0,0.0,0.0,0.0
7,314535.49224090966,1368,2005,1368,474,2,1368,200553.52721353355,0.0,2005.0,2,2006,0.0,6,1.0,0,1.0,1.0,0.0,0.0,1,6955,214459.1079261725,1.0,0,0.0,35,213758.9794073611,1.0,1.0,1368,0.0,5,0.0,0.0,0.0,132,0.0,0.0,0.0,0.0,1.0,0.0,0,94.0,1.0,0.0,1.0,1.0
5,197852.95625689375,990,1994,990,480,2,990,185216.8145154394,1.0,2000.0,1,1995,1.0,5,0.0,0,1.0,0.0,0.0,1.0,0,8072,214459.1079261725,1.0,746,1.0,64,213758.9794073611,0.0,1.0,244,0.0,5,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
5,128687.62627009608,1122,1948,924,528,2,1122,185216.8145154394,1.0,1948.0,1,2005,0.0,6,0.0,0,0.0,1.0,1.0,1.0,0,12000,149947.9506734463,0.0,144,1.0,36,149564.74839271925,1.0,1.0,172,0.0,7,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0
6,186462.03991318255,1294,1991,1278,496,2,1294,185216.8145154394,1.0,1991.0,2,1991,0.0,6,0.0,0,0.0,1.0,0.0,1.0,0,7153,167725.35766726418,1.0,1200,0.0,51,163157.5084968204,1.0,0.0,78,0.0,5,1.0,0.0,0.0,112,1.0,0.0,1.0,0.0,1.0,0.0,0,88.0,0.0,0.0,0.0,0.0
